Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-EJ-7784,0.00696040885501474,0,0.0798380627906418,0.0964312865597427,0,0.32694803229811,0,0.0492070488039886,0,0,0,0.0395801047621033,0.01929114486078,0.00941320323020478,0.120155873474036,0.107186625289173,0.0231161844741683,0.00585856324350205,0.116013461358535,0,0,0,0,0.0408127487211456,1.07765132240933
TCGA-ZG-A9LM,0.105104610817907,0,0.0576885797272042,0.0708461281880202,0,0.138173413786314,0,0.0831183060505007,0.0474138637137567,0,0,0.0763978439056714,0.00899759722235459,0.0482950095110027,0.0648907026771765,0.221896470332723,0.0120459838028662,0,0.0651314902645026,0,0,0,0,0.206645543480215,0.999209143754575
TCGA-2A-A8VV,0.0632822608411908,0,0.0341740562673474,0.139421524071585,0,0.233662532324588,0,0.0373714084406693,0,0,0,0.0739382457217908,0.00863045302806566,0,0.0372665879478297,0.124246993785283,0,0,0.24800593757165,0,0,0,0,-0.0269092251400169,1.10479317570836
TCGA-EJ-A65B,0.0171083009534622,0.0310100950312075,0.0319618841346272,0.071003774277926,0,0.0836485848404098,0,0.0709549710908732,0.0167267891636753,0,0,0.0664230446777257,0.00759113113323648,0.269237609326026,0.00564888985211257,0.197116503587404,0,0.00749744180228726,0.124070980129027,0,0,0,0,0.146807031316703,1.02990344923169
TCGA-KK-A8I6,0.161218464945006,0,0.0603773067153172,0.0972840243488847,0,0.174693059267901,0,0.104484824271932,0.00482402342923844,0,0,0.0188051602974611,0.0227387329424691,0.0442311539775539,0.075707031407967,0.123376692667895,0,0,0.112259525728374,0,0,0,0,0.0593472047649989,1.0627755367367
TCGA-J4-A83N,0.085085032677823,0,0.0975882832435871,0.126657132827326,0,0.154978869499916,0,0.0990419633251586,0.0284767609316969,0,0.00181992111734266,0.0108586753865877,0,0.200182022550638,0.0585492463306182,0.0578050349793217,0.00764084371473755,0,0,0.048057415974727,0.0232587974405193,0,0,0.159600787364631,1.0274205841754
TCGA-EJ-5499,0.0271720801511171,0,0,0.116669804799454,0,0.299613938350688,0,0.0695751913756015,0.0128628852999013,0,0,0.0519311005262695,0.0243966953811131,0,0.0905859850206572,0.0984749715080419,0.0648239048999856,0,0.143893442687171,0,0,0,0,0.0846992105400446,1.05994178036864
TCGA-XJ-A83F,0,0.025062214559059,0.0611057991727331,0.0994867613219642,0,0.162737806661773,0,0,0,0,0.00822636065169121,0.000998133928048025,0,0.31676536561707,0.0325500846510238,0.217360065190425,0,0,0.0757074082462126,0,0,0,0,0.032642630981622,1.08834701130252
TCGA-G9-7519,0.0687671033601596,0,0.0605589512214643,0.14077981372729,0,0.158347342325703,0,0.0387895843511265,0,0,0,0.0524063841382717,0.000329397980416343,0,0.013038888056711,0.258618807532196,0,0,0.186705032175058,0.0216586951316033,0,0,0,0.0356235808954134,1.06827147028865
TCGA-KK-A7AQ,0,0.0330967742647817,0.137718353974216,0.120157932427441,0,0.204291103427958,0,0.101176739845689,0.0164470090756012,0,0,0.0491449959635656,0.0160851638670809,0.00658880319257156,0.0612401988864239,0.170004645075298,0,0.00214505885700574,0.0819032211423685,0,0,0,0,0.0794541118657365,1.06051444017728
TCGA-EJ-5532,0.0682416551521702,0,0.0150211816118265,0.0753975419177851,0,0.312119177586598,0,0.0702927064530137,0.000336434071605416,0,0,0.0775146215634572,0.0568709966972401,0,0.0589062508066101,0.104320569054422,0,0.0141360939534047,0.14315551367616,0,0,0.00368725745570649,0,0.0395952339258743,1.07528984062791
TCGA-HC-A76W,0.0678551410746365,0,0.0174095617187069,0.0462823534984899,0,0.215105265634378,0,0.0757993694996435,0,0.033868156614462,0,0.0376936166212,0.0290654789056795,0.0646707345796245,0.0576433173104659,0.212098813874561,0,0.0111392103454388,0.131368980322713,0,0,0,0,0.111970836850591,1.03292058954503
TCGA-EJ-A65F,0.0489062525559126,0,0.0256577770824071,0.178898531870678,0,0.181556022564482,0,0.0489301192848926,0.0108348398592408,0,0,0.104005749749746,0.0336087406182923,0.0153350884665651,0.0331053083646079,0.133814834766873,0.00706235682910028,0.00293126780161697,0.137316128448064,0.0372809562521915,0,0.000756025485330337,0,0.111172249533889,1.04895913407897
TCGA-ZG-A9MC,0.0468479507061321,0.0300746128419734,0.00391484124651388,0.0989841452591672,0,0.277390370404519,0,0.103635729539809,0.0487688866385561,0,0,0.0720980851312112,0.00349242227826249,0.0596830875380624,0.0526123170795824,0.145500552861271,0,0.0378664272098236,0.0191305712651162,0,0,0,0,0.25217085759031,0.9917957272084
TCGA-YL-A8HO,0.0270693801372528,0.0850036638820175,0,0.0758978769384787,0,0.208470195681394,0,0.0849349564019306,0.00541683951372403,0.0183819269191408,0,0.0665755055354043,0.0196657285640761,0,0.0311019486709126,0.288736022348125,0,0.00776308702719316,0.0809828683803502,0,0,0,0,0.242911706306221,0.985063416022217
TCGA-EJ-5496,0.0214491434569293,0,0.0555849954025131,0.190807762345155,0,0.14774733923777,0,0.0986652564446049,0,0,0,0.0332984464095231,0.0188867518969076,0.0595801288936642,0.0876730786627438,0.0795447947678525,0.0273444043764939,0,0.179417898105842,0,0,0,0,0.0263341731222531,1.07596984264672
TCGA-G9-6496,0.084755133126843,0,0.0998779637266268,0.111184312348558,0,0.191629290559637,0,0.0957197169225756,0,0,0,0.0715173935661006,0.00673500957779291,0.0073842375535076,0.0667565335711132,0.20122228339367,0,0,0.056358157804228,0.00685996784934752,0,0,0,0.128814966648938,1.03827122859291
TCGA-EJ-A8FS,0.0720221763640397,0,0.038357648820587,0.095191432706167,0,0.128899912510287,0,0.0943632390318748,0.0100859696463326,0,0,0.0452903069528914,0,0.1539014435906,0.0396254161467345,0.139280686854861,0,0.000183104366367899,0.182798663009257,0,0,0,0,-0.0175395370682057,1.08468655926131
