Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE,Absolute score
GSM4641681,0,0.12270633404124,0.027820736713195,0.31163344931391,0,0,0,0,0.084011514681417,0,0.0094273894179874,0.062574064823481,0.10507454263259,0.044141942804128,0,0,0,0.039381348626795,0,0.0073378753159041,0,0,0.18589080162936,0.09832415094420119,1.0792424857150271,0.7357563909965165
GSM4641682,0,0.11720035811606,0,0.27255613689053,0.067221018613297,0,0,0,0.037152831284356,0,0,0.17492283153446,0.11845998058439,0.061749661418547,0,0,0,0.082670880210547,0.02941128554601,0,0,0,0.038655015801794,0.2012994061596094,1.0383207371967775,0.7460959186726699
GSM4641683,0.0096288254716476,0.04704786225045,0,0.18779122312643,0.037728156878537,0,0,0,0.058543677591398,0,0,0.1028112726438,0.10912577814532,0.050684494571605,0,0,0,0.0011676159681219,0,0.010525878918645,0,0,0.38494521443404,0.03605654364229879,1.1301291967852942,0.7317796954648896
GSM4641684,0.0055585746550787,0.0049582757625363,0.13749530124899,0.21457091887547,0,0,0,0.013090865181535,0.073754569115602,0,0.015196795504469,0.078629073487877,0.089927181752406,0.045912918854612,0,0,0,0.021268056526653,0.0028873819705095,0,0,0,0.29675008706427,0.06364770698001582,1.0817934039501294,0.6919929716238419
GSM4641685,0,0.12839899023916,0,0.21249870676029,0.0017667485527147,0,0,0.01683574766302,0.077834809748015,0,0,0.12060859938944,0.11935026169921,0.063433935633915,0,0,0,0.038227862256186,0,0,0,0,0.22104433805805,0.08458679205496822,1.0899119339048255,0.7506075814982618
GSM4641686,0,0.10956870410446,0,0.15247694447084,0,0,0,0.043927214111592,0.086320413790917,0,0,0.076377828478275,0.0062972231549155,0,0,0.018898702957092,0,0.037535566377319,0.027351768945233,0.019588396983868,0,0,0.42165723662548,0.031771373242436604,1.1207799986689526,0.6679665408269811
GSM4641687,0,0.064700545663753,0.031817770072594,0.15936801145292,0.065214934340377,0,0,0.0038276347143114,0.060020156254067,0,0,0.090381734801435,0.15190660831357,0.038177858577213,0,0,0,0.033371605999754,0,0.010987181971734,0,0,0.29022595783827,0.06186302692201703,1.0864472120556736,0.7238949887347679
GSM4641688,0.056971135837496,0.021768764846327,0,0.25904336872132,0,0,0,0,0.086484255548001,0,0.017662751714711,0.059718772902216,0.14224131451615,0.063550758416739,0,0,0,0.056508182523697,0.031814262933468,0,0,0,0.20423643203987,0.09228425319368512,1.0724535622322824,0.7325017837527681
GSM4641689,0,0.089704865860106,0.078559479694335,0.11324258835419,0,0,0,0.027026156674439,0.17958899815226,0,0,0.069443619173099,0.017555558520276,0.088488502714902,0,0,0,0.043102036954062,0.020446580632706,0,0,0,0.27284161326963,0.07034640942746127,1.0692404616572373,0.7249153779017057
GSM4641690,0,0.046435474245561,0.054039472454504,0.14077426441631,0,0,0,0.071232400981169,0.053223829036841,0,0,0.10345304951403,0.090712357685702,0.041765858185504,0,0,0,0.022677417824418,0.035826674216479,0,0,0,0.33985920143948,0.050239783625947144,1.0889924924724834,0.7031469740020082
GSM4641691,0.073061565974277,0,0,0.16738186839704,0,0.0054091577521554,0,0,0.1004347505933,0,0,0.10031509750173,0.12523211889016,0.071272367509838,0,0,0,0.0033549784386017,0.041906238475988,0,0,0,0.31163185646691,0.051507748848939786,1.0980468926347162,0.7775379233392937
