Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE,Absolute score
GSM4641864,0.084698372289253,0,0.012531539866499,0.1922893239647,0,0.039876439327089,0,0.0088925095911525,0.10872627192466,0,0.019298629071141,0.049044874106648,0.023723013828728,0.034907602299419,0,0,0,0.031789505495376,0.032149687919209,0,0.014423759088495,0,0.34764847122764,0.04495319279523797,1.1076745298324409,0.7524640108842334
GSM4641865,0.033026732668485,0,0.05476589082258,0.19282621470615,0,0,0,0,0.058673139939413,0,0.030418408719777,0.034356437683249,0.080804331268845,0.065381945041539,0,0,0,0.022050322533506,0.017437052483307,0,0,0,0.41025952413315,0.028546746860456024,1.0948141464704624,0.7331155646601825
GSM4641866,0.016192749720399,0.027133569903024,0.067730822271582,0.20672057010717,0,0,0,0.070629453312396,0.023905777134681,0,0,0.10046134354076,0.057448017653909,0.087092977887342,0,0,0,0.046122138974392,0.038246267387524,0,0,0,0.25831631210683,0.07165936111325562,1.078331930969494,0.7522603766023455
GSM4641867,0.011833097033187,0.048409267664813,0.17696380723674,0.17521318113405,0,0,0,0.03865773777979,0.052015723808877,0,0,0.11434206201651,0.12294390399342,0.023469546798795,0,0,0,0.041166044689143,0.020815763588854,0,0.0034447930158587,0,0.17072507123997,0.10391084706451713,1.049049648994663,0.7286055786098296
GSM4641868,0,0.089295992340839,0.0012701458537063,0.25832769514334,0,0,0,0.04631022814539,0.059608214082562,0,0,0.091682123950102,0.05464099722414,0.027208905940872,0,0.030660189188414,0,0.049578883876151,0.078073022371815,0,0,0,0.21334360188266,0.0847526096796341,1.0809021980877642,0.7853894436972436
GSM4641869,0,0.046742195230149,0.088000912852786,0.23093505777096,0,0,0,0.010591557084295,0.073962089560986,0,0,0.13068167536176,0.12506893588305,0.062761897642917,0,0,0,0.028513016075152,0,0,0,0,0.20274266253794,0.09183224852992626,1.08144049300481,0.7432162273795108
GSM4641870,0.0039978534352044,0,0.077998575544272,0.20638331035565,0,0,0,0.0085089195954443,0.061044117793344,0,0.025955619471686,0.052621050644643,0.11526746984018,0.056190819981926,0,0,0,0.029654483373184,0,0,0,0,0.36237777996447,0.0447519301712022,1.093255427478211,0.7073395407395574
GSM4641871,0.029445990532429,0.0051871258716524,0,0.17711268920974,0,0,0,0.05948057915596,0.075269892482326,0,0.0074885395752201,0.065456077876915,0.069271725102072,0.082388038805299,0,0,0,0.044273413509401,0.013281785600442,0,0,0,0.37134414227854,0.04151026053622479,1.1037381731198415,0.7211838424220001
GSM4641872,0.041177928905166,0,0,0.23171052590879,0,0,0,0.01945020271014,0.035440862279339,0,0,0.025802236279678,0.051317780111729,0.078169397045789,0,0,0,0.04480613003273,0.064064554912656,0,0,0,0.40806038181398,0.032316257229539874,1.095802913377377,0.7006483557969743
GSM4641873,0,0.14303204520276,0.057973849923766,0.20768233609019,0,0.022127458526864,0,0.045546136615754,0.025881120188299,0,0.038236759595765,0.037766791407294,0.13514268385496,0.075282104514034,0.0038441948065051,0,0,0.036327413050555,0.030543957349473,0,0,0,0.14061314887378,0.11646757623063685,1.0425243487006282,0.7334052537840291
GSM4641874,0,0.11252399022022,0.038448337865524,0.24206269698271,0,0,0,0.057761789073028,0.07544262164229,0,0.019147837683025,0.068101247423457,0.069605222084452,0.032906585177285,0,0,0,0.051545607794419,0,0,0,0,0.23245406405359,0.07996384273312257,1.087002380131634,0.7594427999631603
GSM4641875,0.088469149100644,0.022466454995505,0,0.22015685587793,0,0,0,0.043649148101865,0.0071900447203123,0,0.055742045431181,0.023798287970192,0.042899289316808,0.077488008290514,0,0,0,0.047079507731437,0.0441885362575,0,0.0009,0,0.32594523249332,0.05627631749917681,1.0897857350606892,0.6907120273705616
GSM4641876,0,0.1853354135064,0.045916474316754,0.24382227541171,0,0,0,0.055834879195155,0.040313828349592,0,0,0.086023290631079,0.060423791738051,0.018238844257522,0,0,0,0.042313207848642,0,0.020199502018265,0,0,0.20157849272683,0.09116490191643098,1.07948178563739,0.7525608725901075
GSM4641877,0,0.036424868167189,0.10073068161685,0.17817068683012,0.034853989719577,0,0,0,0.079500229304552,0,0,0.123127502122,0.10261756026926,0.044196073905971,0,0,0,0.014044360862526,0.015476377572,0,0,0,0.27085766962995,0.06832150087690232,1.0880864745268377,0.7376014081282642
GSM4641878,0,0.022670836299042,0.21012090626584,0.10608896563514,0,0.071907990088443,0,0.070129668303096,0.022859562912414,0,0,0.10000725652039,0,0.048658009066636,0,0.0070412677971038,0,0.010804740055944,0.030522965405316,0,0,0,0.29918783165064,0.06507980749877783,1.068531355660067,0.6675788479686338
GSM4641879,0,0.07127707747806,0.064912118780103,0.22561608978065,0,0,0,0.047786539626343,0.066224824611818,0,0.027593065048946,0.051083451364273,0.071860111546279,0.022602846743918,0,0,0,0.034162053184536,0.015211526640908,0,0,0,0.30167029519417,0.06013269218804908,1.0897264793958927,0.7083524399810235
GSM4641880,0.007810478636545,0.0009,0.013747846225972,0.061699488752987,0,0.028353422723525,0,0.0610641740348,0.068259402708001,0,0,0.060143853529348,0.11646765927292,0.12091901829626,0,0,0,0.013419649535039,0.023677524215915,0,0,0,0.42358317051695,0.02636829238559411,1.091209892515239,0.7130652010571985
GSM4641881,0.02620146813204,0.020359671839701,0.095659009142925,0.17894227102883,0,0,0,0.05101098137561,0.041519390047768,0,0.015448039590162,0.071025429913969,0.013886099769194,0.034187766660997,0,0.0099908289296948,0,0.014044017998588,0.024497921563138,0,0,0,0.40322710400739,0.037732932584003835,1.1015945331435182,0.66747640081193
GSM4641882,0,0.029865865206355,0.086311540589198,0.12245635530141,0,0.0051699637398758,0,0,0.044277278945803,0,0,0.05163020585545,0.088818894664254,0.047401543901623,0,0,0,0.018051610577129,0.029013527266612,0,0,0,0.47700321395229,0.007438677083479268,1.0806556099820963,0.719252788266555
GSM4641883,0.017842299960166,0.034127247803911,0.0070848806829042,0.17257968579114,0,0,0,0.044613110430698,0.03224912611037,0,0,0.03655140902713,0,0.020994875415709,0,0.015661275905862,0,0.075855092071512,0.077156491840405,0,0,0.0044524797448816,0.46083202521531,0.016577407397510978,1.1019069586183843,0.6891229770756597
GSM4641884,0.026250303705143,0,0.088306516778981,0.13874805823549,0,0,0,0.053280255741012,0.035783737626142,0,0,0.060331607802993,0.051588283891971,0.015601935842109,0,0.019755671904106,0,0.013413202041866,0.062629830106871,0,0,0,0.43431059632331,0.025154794859730913,1.0802456107314224,0.702047316282271
GSM4641885,0,0.099623366561639,0.048905343080906,0.24880284665116,0,0,0,0.012617658227323,0.069148908778191,0,0.071455410085525,0.027823588786383,0.069444962891889,0.024425916284557,0,0,0,0.023359157126442,0.0011473449341156,0,0,0,0.30324549659187,0.055270100393685455,1.1056633366417308,0.7743108151233629
GSM4641886,0.093613823269582,0.047680334748799,0,0.083383170743989,0,0.11537628315882,0,0.038596423796954,0.069742627264126,0,0,0.14667498954918,0.045676362829925,0.086457151805852,0,0,0,0.084731806748831,0.025029399037642,0,0,0,0.16303762704631,0.10393851420116738,1.0740263458924297,0.7700330176382721
GSM4641887,0,0.047590558942863,0.086460872448664,0.17820005111211,0.022712224415252,0,0,0,0.055741396267811,0,0,0.0779329619396,0.078833403949285,0.056789039940506,0,0,0,0,0.011176042375797,0,0,0,0.38456344860812,0.038223237511554285,1.093670058951438,0.7121562549967413
GSM4641888,0,0.053903306944085,0.0072589014638217,0.1358944645925,0,0,0,0.049319474415413,0.063877777282498,0,0.0018370786674962,0.048162167896478,0.073047292409794,0.049578791761485,0,0,0,0.029357553186034,0.023121950311804,0,0,0,0.46464124106859,0.004167523375755168,1.10478478505947,0.781190317331128
GSM4641889,0,0.045205869248846,0.079484747281727,0.18460649755623,0,0,0,0,0.025778094252911,0,0.019062369648444,0.047212702030653,0.10881965514971,0.047982931966969,0,0,0,0.023819542986559,0,0,0,0,0.41802758987795,0.02917545208569483,1.090550258072068,0.7044464208875268
GSM4641890,0,0.069407790051154,0.075330491798189,0.22237534354835,0,0,0,0,0.05997014520617,0,0.0085309682345187,0.085170319260812,0.096837764397329,0.051974375907198,0,0,0,0.024928488955607,0.0028786207495223,0,0,0,0.30259569189115,0.06028367006409732,1.089094329555897,0.702945612489802
GSM4641891,0,0.17360145489744,0.048968363366306,0.18398253970597,0,0,0,0,0.097607778058778,0,0,0.064074665969911,0.078863731140334,0.049218864539629,0,0,0,0.024356184974485,0,0.017357722432704,0,0,0.26196869491445,0.07058099444058877,1.0733172765734134,0.7493884993276305
GSM4641892,0.045923165113389,0.010709346962631,0,0.19832458167719,0,0,0,0.042715655855817,0.026521367173598,0,0,0.049350531101373,0.032698130369944,0.084324595516077,0,0,0,0.031784099378701,0.085258868526736,0,0,0,0.39238965832455,0.03401731285021259,1.0934256755268437,0.7277889580648927
GSM4641893,0.020997668682201,0.068212283133798,0,0.22291787265409,0,0,0,0.039365627582912,0.11513515342966,0,0.060263466715015,0.058186038079888,0.14597519145572,0.059221030401898,0,0,0,0.026502467859553,0,0,0,0,0.18322320000526,0.09443483025985029,1.0820740081764815,0.8024083412735716
